Rank,Team,W-L,AdjEM,AdjO,AdjD,AdjT,Luck,AdjEM,OppO,OppD,NCSOS_AdjEM,Games_Won,Year
77,Penn 13,20-9,9.6,102.1,92.5,68.2,0.034,-1.72,101.8,103.5,3.31,0,2005
78,Saint Mary's 10,25-9,9.41,106.8,97.4,64.9,0.08,3.04,105.2,102.2,-0.59,0,2005
85,Ohio 13,21-11,8.29,109.8,101.5,65.7,0.042,2.72,104.9,102.2,-4.24,0,2005
95,Bucknell 14,23-10,6.69,102.2,95.6,63.1,0.063,-2.34,101.4,103.7,2.28,1,2005
106,Niagara 14,20-10,5.43,115.2,109.8,70.1,-0.027,-3.52,101.3,104.8,0.83,0,2005
108,Winthrop 14,27-6,4.97,101.5,96.5,63.1,0.065,-7.69,99.6,107.3,2.26,0,2005
134,Southeastern Louisiana 15,24-9,3.2,97.1,93.9,60,0.007,-4.75,100.3,105.1,-1.78,0,2005
143,Eastern Kentucky 15,22-9,1.98,102.8,100.8,66.1,0.099,-3.87,102.4,106.3,1.72,0,2005
165,Chattanooga 15,20-11,0.03,98.9,98.8,67.6,0.059,-3.78,101.1,104.9,5.69,0,2005
178,Oakland 16,13-19,-1.2,108.1,109.3,65.2,-0.022,1.99,105.2,103.2,14.37,0,2005
190,Fairleigh Dickinson 16,20-13,-2.52,102.7,105.2,68.6,-0.003,-7.88,99.4,107.3,0.75,0,2005
192,UCF 15,24-9,-2.56,105,107.6,60.1,0.067,-8.61,99,107.7,-4.62,0,2005
194,Montana 16,18-13,-2.73,99.9,102.6,68.2,0.049,-4.35,100.4,104.8,4.56,0,2005
209,Delaware St. 16,19-14,-4.95,102.3,107.2,59.3,0.077,-7.47,97.1,104.6,9.89,0,2005
1,Duke 1,31-6,32.33,120.8,88.5,67.7,-0.028,12.59,109.5,96.9,2.42,4,2004
2,Connecticut 2,33-6,28.3,117.8,89.5,68.2,0.012,8.93,107.7,98.8,-2.05,5,2004
3,Saint Joseph's 1,30-2,27.66,118.9,91.2,66.1,0.06,6.99,107.1,100.1,8.86,3,2004
4,Oklahoma St. 2,31-4,27.37,118.5,91.1,64.8,0.029,7.56,107.7,100.1,-5.55,4,2004
5,Pittsburgh 3,31-5,25.91,114.1,88.2,59.7,-0.028,5.97,106.4,100.5,-8.2,2,2004
6,Wisconsin 6,25-7,25.74,116,90.3,60.7,-0.001,8.34,108,99.7,3.63,2,2004
7,Gonzaga 2,28-3,25.34,120.8,95.5,66.6,0.013,3.28,105.5,102.2,7,1,2004
8,Georgia Tech 3,28-10,24.69,113.5,88.8,69.1,0.008,13.74,110.8,97.1,0.97,5,2004
9,North Carolina St. 3,21-10,23.98,119.1,95.1,62.1,-0.072,12.81,109.5,96.7,-0.59,1,2004
10,Kentucky 1,27-5,23.35,113.5,90.1,66.1,0.031,8.97,108.3,99.3,3.47,1,2004
11,North Carolina 6,19-11,23.23,117.4,94.1,70.9,-0.091,13.85,110.2,96.4,2.76,1,2004
12,Stanford 1,30-2,22.52,111.9,89.3,64.5,0.051,3.76,105.9,102.2,-1.79,1,2004
13,Illinois 5,26-7,22.11,117.8,95.7,63.5,0.055,8.13,107.7,99.5,2.52,2,2004
14,Mississippi St. 2,26-4,21.74,114.7,92.9,68.1,0.021,6.38,106.3,99.9,-1.89,1,2004
15,Wake Forest 4,21-10,21.69,121.6,99.9,70.4,-0.019,13.52,109.6,96.1,1.79,2,2004
16,Cincinnati 4,25-7,21.56,116.1,94.5,66.7,0.003,5.62,105.6,100,-0.28,1,2004
17,Texas 3,25-8,21.54,115.6,94.1,64.7,0.038,9.27,109.1,99.8,0.8,2,2004
18,Kansas 4,24-9,20.89,112.3,91.4,69.4,0.017,10.39,109.2,98.8,6.53,3,2004
19,Louisville 10,20-10,20.44,107.1,86.6,67.4,-0.079,7.09,107,99.9,4.23,0,2004
20,Nevada 10,25-9,20.27,112.3,92,68.7,-0.039,7.09,107.6,100.5,4.97,2,2004
21,Xavier 7,26-11,20.16,113.8,93.6,64.1,-0.022,7.19,107.5,100.3,2.75,3,2004
22,Maryland 4,20-12,19.81,110.9,91.1,71.1,-0.009,14.09,112.1,98,-1.13,1,2004
23,Vanderbilt 6,23-10,18.64,113.6,95,65,-0.002,7.87,108,100.1,-6.57,2,2004
24,Providence 5,20-9,18.32,112.3,93.9,65,0.003,8.8,107.9,99.1,4.05,0,2004
25,Florida 5,20-11,18.26,116.9,98.6,65.9,-0.023,9.6,107.9,98.3,0.08,0,2004
27,Seton Hall 8,21-10,17.35,112.3,95,65.4,-0.004,7.85,107.2,99.4,-1.14,1,2004
28,Texas Tech 8,23-11,17.11,111.4,94.3,66.7,0.01,8.29,108.4,100.1,2.29,1,2004
29,Alabama 8,20-13,16.5,114.7,98.2,64.7,0.004,11.2,109.1,97.9,6.59,3,2004
30,Syracuse 5,23-8,16.34,113.1,96.7,65.7,0.086,7.88,107.4,99.6,-4.61,2,2004
31,Western Michigan 11,26-5,16.29,114.3,98,65.6,0.037,-0.63,103.5,104.1,-1.21,0,2004
32,Arizona 9,20-10,16.18,118.5,102.3,73,-0.072,5.72,106.7,101,4.6,0,2004
33,Memphis 7,22-8,16.17,111.8,95.6,66.6,0.012,5.55,105.7,100.2,1.83,1,2004
34,Michigan St. 7,18-12,15.66,117.2,101.5,64,-0.014,8.92,107.1,98.2,7.6,0,2004
35,BYU 12,21-9,15.64,113,97.4,65.9,0.02,7.13,108.1,101,6.41,0,2004
36,Air Force 11,22-7,15.42,111.4,96,51.9,0.025,0.58,103.3,102.8,-10.49,0,2004
37,Boston College 6,24-10,15.42,110.5,95.1,62.6,0.045,7.21,106.2,99,-2.14,1,2004
38,Richmond 11,20-13,15.07,105.9,90.9,62.7,-0.06,6.95,107.2,100.2,7.66,0,2004
39,South Carolina 10,23-11,15.02,109.7,94.7,65.5,0,6.15,105.8,99.6,-8.05,0,2004
41,UTEP 13,24-8,14.69,112.5,97.8,68.2,0.046,4.31,104.2,99.9,-6.38,0,2004
42,Southern Illinois 9,25-5,14.33,109.1,94.8,65.2,0.046,2.54,105.1,102.5,2.25,0,2004
43,Charlotte 9,21-9,14.25,112.7,98.5,69.7,0.015,5.72,105,99.3,2.66,0,2004
45,Utah 11,24-9,14.13,110.1,96,58.8,0.064,4.45,106.8,102.3,-0.97,0,2004
46,UAB 9,22-10,13.63,108.1,94.5,70.7,0.019,5.34,105.8,100.4,1.6,2,2004
48,Manhattan 12,25-6,13.38,109.1,95.7,65,0.012,-1.77,103.2,105,1.31,1,2004
58,DePaul 7,22-10,11.36,113,101.6,63.2,0.091,5.83,106.4,100.6,-0.62,1,2004
60,Washington 8,19-12,10.78,113.1,102.3,73.5,0.031,6.16,106.6,100.4,2.14,0,2004
61,Murray St. 12,28-6,10.62,110.5,99.9,68.7,0.064,-3.8,103.1,106.9,1.25,0,2004
63,Illinois Chicago 13,24-8,10.39,107.5,97.1,64.6,0.037,-0.52,103.6,104.1,-2.97,0,2004
67,Louisiana Lafayette 14,20-9,10.23,109.2,99,69.1,0.006,0.84,103.8,103,10.92,0,2004
74,Dayton 10,24-9,9.75,108.1,98.4,62.2,0.084,3.26,105.6,102.3,-1.55,0,2004
81,VCU 13,23-8,9.09,105.6,96.5,64.4,0.076,-0.29,102.3,102.6,0.29,0,2004
82,Pacific 12,25-8,8.93,108.6,99.7,63.6,0.096,0.28,103.4,103.1,3.56,1,2004
84,Northern Iowa 14,21-10,8.78,107.4,98.6,64.8,0.022,2.45,103.9,101.4,-1.91,0,2004
85,East Tennessee St. 13,27-6,8.6,104.4,95.8,73.2,0.016,-2.39,102.2,104.6,0.64,0,2004
98,UCF 14,25-6,5.91,103.3,97.4,62.6,0.087,-5.87,101.4,107.2,-3.79,0,2004
108,Princeton 14,20-8,4.86,106.3,101.4,56.4,0.033,-4.32,100.2,104.6,-0.07,0,2004
125,Eastern Washington 15,17-13,3.09,105.4,102.3,64.5,0.014,-0.25,103.3,103.5,7.22,0,2004
152,Valparaiso 15,18-13,0.53,100.1,99.6,69.2,0.068,-1.31,104.7,106,0.85,0,2004
172,Vermont 15,22-9,-1.37,101,102.4,63.9,0.113,-8.08,97.4,105.5,-2.5,0,2004
181,Liberty 16,18-15,-2.5,98.3,100.8,67.5,0,-5.73,100.5,106.2,5.71,0,2004
194,Monmouth 15,21-12,-3.99,98.1,102.1,66,0.112,-6.71,100.6,107.3,2.53,0,2004
248,UTSA 16,19-14,-7.69,98,105.7,68.7,0.103,-7.71,99.1,106.8,-5.14,0,2004
256,Florida A&M 16,15-17,-9.35,98.9,108.3,70.9,0.005,-9.84,96.9,106.7,1.67,0,2004
266,Alabama St. 16,16-15,-10.72,93.8,104.5,61.4,0.023,-12.06,94.6,106.7,0.53,0,2004
1,Kentucky 1,32-4,29.18,116.5,87.4,67.7,0.051,11.2,108.6,97.4,6.77,3,2003
2,Kansas 2,30-8,28.62,115,86.4,72.2,-0.017,11.84,108.7,96.8,6.08,5,2003
3,Pittsburgh 2,28-5,28.61,114.8,86.2,64.7,-0.023,7.07,105.5,98.4,-8.24,2,2003
4,Arizona 1,28-4,26.8,115.6,88.8,72.7,-0.007,8.69,107.2,98.5,8.19,3,2003
5,Illinois 4,25-7,24.47,113.2,88.7,67.8,-0.029,7.29,105.8,98.5,-4.18,1,2003
6,Duke 3,26-7,23.75,115,91.3,70.7,-0.03,8.85,107.1,98.3,0.64,2,2003
7,Texas 1,26-7,23.49,119.3,95.8,69.4,-0.009,10.36,107.1,96.8,2.16,4,2003
8,Syracuse 3,30-5,23.28,114.4,91.1,71,0.083,10.32,106.6,96.3,-3.63,6,2003
9,Oklahoma 1,27-7,23.01,112.1,89.1,62.7,0.034,9.01,106.7,97.7,-2.32,3,2003
10,Louisville 4,25-7,22.75,115.8,93,72.5,-0.029,6.82,105.3,98.4,5.99,1,2003
11,Florida 2,25-8,22.14,116.5,94.4,65,0.008,8.3,106,97.7,-0.89,1,2003
12,Wisconsin 5,24-8,22.07,114.4,92.4,61.9,-0.024,6.46,106.1,99.6,-1.01,2,2003
13,Maryland 6,21-10,22,110.9,88.9,71.5,-0.078,8.23,106.6,98.4,-5.28,2,2003
14,Mississippi St. 5,21-10,21.53,107.4,85.8,64.8,-0.06,8.85,106.9,98,-2.62,0,2003
15,Marquette 3,27-6,21.3,120.5,99.2,65.7,0.07,7.94,106,98,-1.46,4,2003
17,Saint Joseph's 7,23-7,20.75,109,88.3,64.1,-0.049,4.61,105,100.4,5.8,0,2003
18,Notre Dame 5,24-10,20.31,116.5,96.2,69.2,0.009,11,107.3,96.3,3.78,2,2003
19,Michigan St. 7,22-13,20.26,110.1,89.9,63.6,-0.05,10.11,107.3,97.2,3.19,3,2003
20,Xavier 3,26-6,19.88,113.8,94,67.7,0.018,4.8,105,100.2,4.84,1,2003
21,Wake Forest 2,25-6,19.87,114.5,94.6,67.7,0.073,7.83,105.9,98,-3.8,1,2003
22,Connecticut 5,23-10,19.54,111.6,92,71.2,0.005,8.75,107.3,98.6,-3.47,2,2003
23,LSU 8,21-11,18.15,111,92.8,67.5,-0.035,6.27,104.8,98.6,-8.36,0,2003
24,BYU 12,23-9,17.68,109.4,91.7,65.5,-0.031,5.49,107.4,101.9,5.2,0,2003
25,Oklahoma St. 6,22-10,17.67,105.9,88.2,66.7,0.003,9.08,106.3,97.2,-1.14,1,2003
26,Creighton 6,29-5,17.54,112.4,94.9,68.4,0.026,-0.19,102.5,102.7,-0.51,0,2003
27,Purdue 9,19-11,17.42,107,89.6,69.3,-0.012,9.53,107.6,98,4.87,1,2003
28,Missouri 6,22-11,17.32,111.5,94.2,66.9,0.043,11.14,107.1,96,2.97,1,2003
29,Memphis 7,23-7,16.72,110.9,94.1,68.3,0.005,4.84,103.4,98.5,3.33,0,2003
30,Arizona St. 10,20-12,16.49,113.9,97.4,66.9,-0.014,8.74,106.4,97.7,5.44,1,2003
31,Butler 12,27-6,16.09,115.4,99.3,58.6,0.073,4.1,104.5,100.4,1.83,2,2003
33,Gonzaga 9,24-9,15.58,113.2,97.7,66.9,-0.021,3.93,103.9,100,5.83,1,2003
34,Colorado 10,20-12,15.27,109.1,93.8,69.9,0.001,9.02,106.9,97.9,0.22,0,2003
36,Cincinnati 8,17-12,14.69,105,90.3,66.4,-0.069,7.35,106.6,99.3,3.74,0,2003
37,UNC Wilmington 11,24-7,14.62,109.5,94.9,64.1,-0.031,-2.47,99.3,101.7,-0.81,0,2003
38,Alabama 10,17-12,14.6,110.3,95.7,65.3,-0.015,9.55,106.6,97.1,2.31,0,2003
39,Stanford 4,24-9,14.57,109.8,95.2,65.6,0.066,7.26,106.2,98.9,3.76,1,2003
40,Dayton 4,24-6,14.53,116.4,101.9,64.4,0.084,4.93,104.4,99.5,5.54,0,2003
41,Indiana 7,21-13,14.48,113.4,98.9,63.7,0.05,10.49,107.3,96.8,9.29,1,2003
42,Oregon 8,23-10,14.25,111.4,97.1,71.2,0.032,5.24,105,99.8,-4.41,0,2003
44,Utah 9,25-8,14.04,106.6,92.6,62.1,0.069,5.23,106.8,101.6,1.55,1,2003
46,Auburn 10,22-12,13.63,107.7,94.1,66.6,0.051,8.22,106,97.8,-4.71,2,2003
47,California 8,22-9,13.59,109.9,96.3,65.9,0.061,7.06,106.7,99.6,0.3,1,2003
48,Penn 11,22-6,13.35,110.3,96.9,63.3,0.035,-1.53,100.4,102,3.49,0,2003
50,North Carolina St. 9,18-13,13.18,111.2,98.1,65,-0.023,8.48,106.9,98.4,-6.47,0,2003
51,Tulsa 13,23-10,13.04,107.9,94.9,67.4,-0.061,1.05,102.7,101.7,4.16,1,2003
52,Milwaukee 12,23-8,12.97,109,96,71.2,0.025,2.06,104.9,102.8,1.05,0,2003
55,Southern Illinois 11,24-7,11.76,110.3,98.6,67.8,0.063,1.97,103.5,101.5,3.35,0,2003
56,Western Kentucky 13,24-9,11.75,108,96.3,67.2,0.035,1.09,103.1,102,2.09,0,2003
66,Holy Cross 14,25-5,10.4,105.5,95.1,65.1,0.065,-5.57,99,104.6,-0.64,0,2003
68,Manhattan 14,23-7,10.04,105.5,95.4,68.1,0.014,-1.71,101.7,103.4,2.51,0,2003
70,Central Michigan 11,25-7,10.01,109.5,99.4,71.7,0.137,2.06,104.3,102.3,2.87,1,2003
76,Weber St. 12,25-5,8.88,111.4,102.5,66.5,0.073,-1.73,100.5,102.2,1.29,0,2003
80,San Diego 13,17-12,8.32,104.7,96.4,70.9,0.003,3.37,104.8,101.4,6.03,0,2003
88,Utah St. 15,22-9,7.41,107.1,99.7,61,0.003,-2,101.1,103.1,-0.07,0,2003
99,Troy St. 14,25-6,6.15,106.9,100.8,70.3,0.105,-5.2,99.3,104.5,-2.77,0,2003
104,Colorado St. 14,17-14,5.96,110.6,104.6,67.1,0.031,4.39,104.7,100.3,-3.45,0,2003
135,Austin Peay 13,20-8,2.65,100.7,98,64.4,0.171,-0.97,104.2,105.2,7.41,0,2003
147,East Tennessee St. 15,17-11,1.75,101.3,99.6,75.2,0.036,-1.8,102.1,103.9,4.8,0,2003
150,Vermont 16,19-11,1.57,101.1,99.5,64.4,0.019,-5.13,99.3,104.4,-2.29,0,2003
157,Sam Houston St. 15,21-7,0.82,101.5,100.6,67.2,0.088,-7.41,97,104.5,-2,0,2003
161,IUPUI 16,19-14,0.46,102.9,102.5,67,0.071,-2.19,102.6,104.8,2.78,0,2003
179,Wagner 15,21-11,-1.16,104.7,105.9,67.6,0.049,-7.45,98.9,106.3,2.38,0,2003
244,South Carolina St. 16,20-11,-8.59,96.4,105,71.7,0.115,-12.27,95.2,107.5,-0.55,0,2003
283,UNC Asheville 16,14-17,-12.35,101.2,113.5,68,0.119,-6.45,98.3,104.7,11.61,0,2003
1,Duke 1,31-4,34.19,121,86.8,74.5,-0.027,9.87,109.3,99.5,6.66,2,2002
2,Cincinnati 1,31-4,30.19,118.1,87.9,67.4,0.002,6.58,106.5,100,3.48,1,2002
3,Maryland 1,32-4,29.25,119.2,89.9,73.7,0.025,9.88,109.4,99.5,1.62,6,2002
4,Kansas 1,33-4,28.99,118.7,89.7,77.3,0.022,10.67,110.5,99.9,8.32,4,2002
5,Oklahoma 2,31-5,26.04,114.9,88.9,66.5,0.043,8.77,109.2,100.4,-0.44,4,2002
6,Indiana 5,25-12,24.8,114,89.2,65.6,-0.049,14.12,111.1,96.9,13.54,5,2002
7,Florida 5,22-9,24.72,115.1,90.4,69.6,-0.073,9.11,108.3,99.2,-0.56,0,2002
8,Illinois 4,26-9,23.21,115.7,92.5,68.5,0.016,10.6,110,99.4,6.79,2,2002
9,Oregon 2,26-9,22.97,119.2,96.3,71.1,-0.041,8.15,108.3,100.2,-3.3,3,2002
10,Kentucky 4,22-10,22.21,113.4,91.2,68,-0.029,12.97,110.3,97.4,6.75,2,2002
11,Marquette 5,26-7,21.47,113.4,91.9,64.6,0.006,5.41,105.7,100.3,-2.87,0,2002
12,USC 4,22-10,20.67,112.8,92.1,70.1,-0.051,9.31,109.4,100.1,1.9,0,2002
13,Arizona 3,24-10,20.54,119.3,98.8,71.1,0.079,14.22,111.5,97.3,17.56,2,2002
14,Kent St. 10,29-6,20.39,116.7,96.4,64.7,0.008,3.11,106.3,103.2,2.99,3,2002
15,Stanford 8,20-10,20.32,116.6,96.3,69.5,-0.02,10.33,110.4,100.1,2.1,1,2002
16,Pittsburgh 3,29-6,19.94,112.1,92.2,63.8,0,3.12,103.9,100.8,-12.07,2,2002
17,Ohio St. 4,24-8,19.76,116.4,96.6,66.8,0.005,7.51,106.8,99.3,-1.26,1,2002
18,Connecticut 2,27-7,19.36,112.2,92.8,68.7,0.063,8.19,107.5,99.3,1.73,3,2002
19,Notre Dame 8,21-11,19.27,116.1,96.8,68.6,-0.087,7.34,105.6,98.3,-1.55,1,2002
21,North Carolina St. 7,23-11,19.15,113.2,94,67.5,0.012,8.28,108.8,100.6,-5.56,1,2002
22,Alabama 2,27-8,18.73,114,95.3,68,0.076,8.59,107.4,98.8,-1.56,1,2002
23,Xavier 7,26-6,18.6,111.2,92.6,67,0.051,5.1,106.9,101.8,5.37,1,2002
24,Gonzaga 6,28-4,18.51,115.6,97.1,68.5,0.049,1.13,104,102.8,4.04,0,2002
25,Georgia 3,22-9,18.44,116.7,98.3,69.2,-0.021,9.88,108.3,98.4,3.3,1,2002
26,Mississippi St. 3,27-8,18.25,111.4,93.1,67.9,0.107,8.93,106.9,98,-0.96,1,2002
27,Texas 6,22-12,17.69,116,98.3,68.5,-0.021,10.18,109.3,99.1,5.3,2,2002
29,Missouri 12,24-12,17.49,116.2,98.7,70.1,-0.01,7.92,108.2,100.3,-0.39,3,2002
30,Wake Forest 7,21-13,17.35,118.6,101.3,69.5,0.006,11.24,109.3,98.1,5.85,1,2002
31,Texas Tech 6,23-9,17.24,114.6,97.4,69.8,0.061,6.69,107.1,100.4,-0.13,0,2002
32,Michigan St. 10,19-12,16.86,113,96.2,63.3,-0.026,9.76,108.7,99,1.5,0,2002
34,Mississippi 9,19-11,16.68,113.3,96.7,64.7,-0.04,7.32,106.1,98.8,-6.24,0,2002
35,UCLA 8,21-12,16.34,113.7,97.3,68.1,0.048,12,110.3,98.3,8.58,2,2002
37,California 6,23-9,16.03,109.8,93.7,66.6,0.088,7.89,108.1,100.2,-5.85,1,2002
38,Oklahoma St. 7,23-9,15.8,107.9,92.1,66,0.047,7.11,108.1,101,0.53,0,2002
39,Miami FL 5,24-8,15.77,110.5,94.7,69.1,0.017,5.75,105.2,99.5,-5.04,0,2002
40,Charlotte 9,18-12,15.73,114.2,98.5,66.8,-0.008,9.24,107.5,98.3,6.49,0,2002
41,Tulsa 12,26-7,15.59,116,100.4,69.5,0.001,2.03,103.9,101.9,-1.44,1,2002
44,Western Kentucky 9,26-4,14.51,110.5,96,67.5,0.06,0.23,103.3,103,0.29,0,2002
45,Utah 12,19-9,14.08,111.4,97.3,62.1,0.01,5.38,106.4,101,1.57,0,2002
47,Valparaiso 13,24-8,13.63,111.5,97.8,68.7,-0.032,-1.66,103.2,104.8,2.06,0,2002
49,Southern Illinois 11,28-8,13.45,109.2,95.7,70.6,0.034,2.12,105.4,103.3,3.16,2,2002
50,Wisconsin 8,18-13,13.22,110.7,97.5,63.3,0.049,10.57,109.1,98.6,8.49,1,2002
51,Hawaii 10,26-6,13.15,110.3,97.2,65.6,0.007,-0.72,103.1,103.8,-9.7,0,2002
58,Penn 11,25-7,12.23,110.2,98,65.6,-0.019,-2.38,102.2,104.5,0.98,0,2002
59,Creighton 12,23-9,11.82,111.3,99.5,66.9,0.029,1.39,105,103.7,0.93,1,2002
62,Pepperdine 10,21-9,11.72,111.1,99.3,72.4,0.061,3.97,105.9,101.9,11.94,0,2002
65,UNC Wilmington 13,23-10,11.32,107.4,96.1,63.9,-0.003,0.83,103.4,102.6,4.57,1,2002
67,Wyoming 11,22-9,11.01,107.8,96.7,69,0.032,3.51,105.8,102.3,-5.47,1,2002
71,Boston College 11,20-12,9.97,109.4,99.4,69.1,0.04,6.41,105.5,99.1,-2.78,0,2002
74,San Diego St. 13,21-12,9.29,106.9,97.6,70,0.055,5.64,106.9,101.3,0.67,0,2002
76,St. John's 9,20-12,9.06,102.7,93.6,69.1,0.089,6.4,106.7,100.3,-0.79,0,2002
77,UC Santa Barbara 14,19-11,8.87,108.2,99.3,63.4,-0.058,0.45,103.3,102.9,3.37,0,2002
100,McNeese St. 14,20-9,5.39,103.2,97.8,66.2,0.023,-4.6,99.8,104.4,12.81,0,2002
116,Hampton 15,25-7,3.99,109.9,105.9,69.1,0.013,-8.67,98.5,107.2,0.87,0,2002
118,Illinois Chicago 15,18-14,3.85,108.9,105,67.5,0.04,1.84,104.3,102.4,0.67,0,2002
119,Davidson 13,18-10,3.7,101.5,97.8,65.1,0.142,1.79,104.5,102.7,9.43,0,2002
146,Murray St. 14,17-13,1.35,106.8,105.5,69.2,0.017,-1.74,103.4,105.1,3.98,0,2002
150,Central Connecticut 14,27-5,0.93,100.6,99.7,64,0.137,-11.95,97.6,109.5,-4.98,0,2002
162,Holy Cross 16,18-15,-0.24,98.1,98.4,62.2,-0.048,-6.4,99.7,106.1,-3.38,0,2002
174,Siena 16,17-19,-1.21,100.8,102,66.5,-0.07,-4.14,100.3,104.4,-0.42,0,2002
191,Florida Atlantic 15,18-12,-2.5,99.6,102.1,70.2,0.06,-4.94,102.2,107.1,-4.52,0,2002
194,Boston University 16,22-10,-2.74,101.3,104,64.5,0.102,-9.18,97.7,106.9,0.25,0,2002
210,Montana 15,14-15,-4.51,102.4,106.9,68.5,0.053,-1.95,103.4,105.4,0.44,0,2002
219,Winthrop 16,17-12,-5.31,97.3,102.6,65.9,0.038,-10.73,97.2,107.9,-0.98,0,2002